,text,language
2595," Cette misérable foulure me
retient au lit, mais Mousqueton bat la campagne, et il rapporte des
vivres.  Mousqueton, mon ami, continua Porthos, vous voyez qu’il nous
arrive du renfort, il nous faudra un supplément de victuailles",french
2596," Si c’était Mme Bonacieux et si elle revenait à Paris, pourquoi
ce rendez-vous fugitif, pourquoi ce simple échange d’un coup d’oeil,
pourquoi ce baiser perdu? Si d’un autre côté ce n’était pas elle, ce
qui était encore bien possible, car le peu de jour qui restait rendait
une erreur facile, si ce n’était pas elle, ne serait-ce pas le
commencement d’un coup de main monté contre lui avec l’appât de cette
femme pour laquelle on connaissait son amour?

Les trois compagnons se rapprochèrent de lui",french
2597," Micawber, ‘I make no stranger of you,
and therefore do not hesitate to say that Mr.  Micawber’s difficulties
are coming to a crisis. ’

It made me very miserable to hear it, and I looked at Mrs.  Micawber’s
red eyes with the utmost sympathy",english
2598," Enfin à Tréville, il n’avait manqué jusque-là que
l’occasion; mais il la guettait, et il se promettait bien de la saisir
par ses trois cheveux si jamais elle passait à la portée de sa main. 
Aussi Louis XIII fit-il de Tréville le capitaine de ses mousquetaires,
lesquels étaient à Louis XIII, pour le dévouement ou plutôt pour le
fanatisme, ce que ses ordinaires étaient à Henri III et ce que sa garde
écossaise était à Louis XI",french
2599,"

«Cet homme était celui qui me poursuivait depuis un an, qui avait juré
mon déshonneur, et qui, aux premiers mots qui sortirent de sa bouche,
me fit comprendre qu’il l’avait accompli la nuit précédente",french
2600," You see I am only just emerging from my lowly station.  I rest a
good deal of hope on her observing how useful I am to her father (for
I trust to be very useful to him indeed, Master Copperfield), and how I
smooth the way for him, and keep him straight",english
2601," Le même bruit d’une porte qui s’ouvre et se referme se
reproduisit un instant après, le globe flamboyant descendit de nouveau,
et je me retrouvai seule. 

«Ce moment fut affreux; si j’avais encore quelques doutes sur mon
malheur, ces doutes s’étaient évanouis dans une désespérante réalité:
j’étais au pouvoir d’un homme que non seulement je détestais, mais que
je méprisais; d’un homme capable de tout, et qui m’avait déjà donné une
preuve fatale de ce qu’il pouvait oser",french
2602," Il espéra donc, dans une conversation avec Anne
d’Autriche, tirer quelque lumière de cette conversation et revenir
ensuite près de Son Éminence avec quelque secret que le cardinal sût ou
ne sût pas, ce qui, dans l’un ou l’autre cas, le rehaussait infiniment
aux yeux de son ministre",french
2603,"

Ce secours qui était arrivé à Porthos au moment où il était attaqué
dans ses espérances gastronomiques inspira au mousquetaire beaucoup de
reconnaissance pour sa procureuse. 

Bientôt l’heure du dîner arriva",french
2604," But the time had now come (I am speaking of the
Saturday when I was to take tea at Miss Mills’s) when it was necessary
for her to return home, and enter on the discharge of the duties she had
undertaken in behalf of Ham",english
2605," Le lit était le seul de
l’appartement, qui se composait d’une antichambre et d’une chambre à
coucher.  Planchet coucha dans l’antichambre sur une couverture tirée du
lit de d’Artagnan, et dont d’Artagnan se passa depuis",french
2606,"

‘I do not feel warranted in soliciting my former friend Mr.  I
confine myself to throwing out the observation, that, at the hour and
place I have indicated, may be found such ruined vestiges as yet

               ‘Remain,
                    ‘Of
                         ‘A
                              ‘Fallen Tower,
                                   ‘WILKINS MICAWBER",english
2607,"

— Eh bien, voyez cependant comme on compromettrait un homme quand on ne
sait plus ce que l’on dit, reprit Athos en haussant les épaules, comme
s’il se fût pris lui-même en pitié.  Décidément, je ne veux plus me
griser, d’Artagnan, c’est une trop mauvaise habitude",french
2608,"

«Leurs voeux à tous deux étaient sacrés, irrévocables; leur liaison ne
pouvait durer longtemps sans les perdre tous deux.  Elle obtint de lui
qu’ils quitteraient le pays; mais pour quitter le pays, pour fuir
ensemble, pour gagner une autre partie de la France, où ils pussent
vivre tranquilles parce qu’ils seraient inconnus, il fallait de
l’argent; ni l’un ni l’autre n’en avait",french
2609," That she does
regard him with some innocent regret, with some blameless thoughts of
what might have been, but for me, is, I fear, too true.  Much that I have
seen, but not noted, has come back upon me with new meaning, during
this last trying hour",english
2610,"

‘And there was no settlement of the little property--the house and
garden--the what’s-its-name Rookery without any rooks in it--upon her
boy?’

‘It had been left to her, unconditionally, by her first husband,’
Mr",english
2611,"’

Miss Murdstone gave a hoarse chuckle. 

‘I will have a respectful, prompt, and ready bearing towards myself,’ he
continued, ‘and towards Jane Murdstone, and towards your mother.  I will
not have this room shunned as if it were infected, at the pleasure of a
child",english
2612," An old woman, who had been employed about the house for some
weeks past, while Peggotty had been unable to attend to it, was the
house’s only other occupant besides myself.  As I had no occasion for her
services, I sent her to bed, by no means against her will, and sat down
before the kitchen fire a little while, to think about all this",english
2613," I addressed
myself to one of the two warders, who, I suspected from certain latent
indications in their faces, knew pretty well what all this stir was
worth. 

‘Do you know,’ said I, as we walked along the passage, ‘what felony was
Number Twenty Seven’s last “folly”?’

The answer was that it was a Bank case",english
2614,"

M.  de La Trémouille s’approcha de lui et lui fit respirer des sels qui
le rappelèrent à la vie.  Alors M.  de Tréville, ne voulant pas qu’on pût
l’accuser d’avoir influencé le malade, invita M.  de La Trémouille à
l’interroger lui-même",french
2615," ‘There was no good in
her, ever!’

‘Don’t say so,’ I returned.  ‘You don’t think so. ’

‘Yes, I do!’ cried Mrs.  Joram, angrily. 

‘No, no,’ said I. 

Mrs.  Joram tossed her head, endeavouring to be very stern and cross; but
she could not command her softer self, and began to cry",english
2616,"

«Cela me contrarie, continua Athos, que vous paraissiez tant tenir à
ces animaux, car je ne suis pas au bout de mon histoire. 

— Qu’avez-vous donc fait encore?

— Après avoir perdu mon cheval, neuf contre dix, voyez le coup, l’idée
me vint de jouer le vôtre",french
2617,"

‘I could hardly fail to know, even if I had not heard--but from other
lips than yours, Agnes, which seems strange--that there is someone upon
whom you have bestowed the treasure of your love.  Do not shut me out of
what concerns your happiness so nearly! If you can trust me, as you say
you can, and as I know you may, let me be your friend, your brother, in
this matter, of all others!’

With an appealing, almost a reproachful, glance, she rose from the
window; and hurrying across the room as if without knowing where, put
her hands before her face, and burst into such tears as smote me to the
heart",english
2618,"’

‘Won’t you?’ said he, constrained by the pain of his cheek to put his
hand there.  ‘Perhaps you won’t be able to help it.  Isn’t this ungrateful
of you, now?’

‘I have shown you often enough,’ said I, ‘that I despise you",english
2619," Quelques informations qu’il eût pu prendre
sur Mme Bonacieux, il ne lui en était venu aucune nouvelle.  M.  de
Tréville en avait parlé à la reine; la reine ignorait où était la jeune
mercière et avait promis de la faire chercher",french
2620,"

— Il me semblait…

— Les femmes comme moi ne pleurent pas, dit Milady.  Comment s’appelle-t-il?

— Vous le connaissez. 

«Non, fût-ce mon frère!» s’écria d’Artagnan comme emporté par
l’enthousiasme. 

Notre Gascon s’avançait sans risque; car il savait où il allait",french
2621,"

«Sangdieu! criait-il à d’Artagnan, ne le tuez pas, jeune homme, je vous
en prie; j’ai une vieille affaire à terminer avec lui, quand je serai
guéri et bien portant.  Désarmez-le seulement, liez-lui l’épée",french
2622," ‘Nothing scientific. ’

‘She doesn’t sing to the guitar?’ said I. 

‘Oh dear no!’ said Traddles. 

‘Paint at all?’

‘Not at all,’ said Traddles. 

I promised Traddles that he should hear Dora sing, and see some of her
flower-painting",english
2623,"

«Oh! vous l’aimez toujours! dit Ketty, qui n’avait pas détourné un
instant les yeux du visage du jeune homme. 

— Non, Ketty, tu te trompes, je ne l’aime plus; mais je veux me venger
de ses mépris. 

— Oui, je connais votre vengeance; vous me l’avez dite",french
2624," But, at last, we came to
the door of his cell; and Mr.  Creakle, looking through a little hole in
it, reported to us, in a state of the greatest admiration, that he was
reading a Hymn Book. 

There was such a rush of heads immediately, to see Number Twenty Seven
reading his Hymn Book, that the little hole was blocked up, six or seven
heads deep",english
